"num","team","first_event","unitless_epa","norm_epa","total_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","rank"
"4738","Patribots","true","1696","1625","56.5","14.9","36.2","5.4","0.58","0.05","0.3","1"
"4415","EPIC Robotz","true","1711","1634","58.8","17","33.2","8.5","0.3","0.07","0.4","2"
"8033","Highlander Robotics","true","1722","1640","60.4","13.9","38.4","8.1","0.43","0.16","0.6","3"
"6995","NOMAD","true","1656","1601","50.7","15.8","29.6","5.3","0.33","0.15","0.3","4"
"2443","Blue Thunder","true","1560","1544","36.6","7.2","24.8","4.6","0.28","-0.03","0.3","5"
"5199","Robot Dolphins From Outer S...","true","1706","1631","58","13.3","34.8","9.9","0.39","0.14","0.6","6"
"973","Greybots","true","1626","1584","46.3","13","27.3","6.1","0.57","0.14","0.3","7"
"7230","Mythic Mechanix","true","1560","1544","36.6","11","23.4","2.2","0.43","-0.15","0.3","8"
"7157","μBotics","true","1584","1558","40.1","7","28.4","4.7","0.38","0.06","0.3","9"
"1538","The Holy Cows","true","1634","1588","47.5","8.9","37.2","1.4","0.34","0.15","0","10"
"4141","Monarch Robotics","true","1556","1541","35.9","8.5","21.9","5.5","0.27","-0.13","0.2","11"
"9408","Warbots","true","1670","1610","52.8","11.6","36.7","4.5","0.17","-0.03","0.1","12"
"5835","Sage Hill Robotics","true","1445","1463","19.5","5.6","11.4","2.5","0.27","-0.15","0.2","13"
"3476","Code Orange","true","1567","1548","37.6","9.6","21.8","6.2","0.29","-0.03","0.3","14"
"5805","SMbly Required","true","1476","1489","24.2","2.6","17.3","4.4","0.09","-0.05","0.3","15"
"2710","JetStream","true","1502","1507","27.9","5.6","16.5","5.9","0.24","-0.13","0.3","16"
"3020","SMbld","true","1514","1515","29.8","3.1","19","7.7","0.2","-0.13","0.5","17"
"3952","Troy Robotics","true","1496","1503","27.1","5.9","16.9","4.3","0.25","-0.04","0.1","18"
"5500","Jaguars Robotics & ROVs","true","1448","1466","20","7.2","10.3","2.6","0.39","-0.06","0.1","19"
"2486","CocoNuts","true","1515","1515","29.9","5.8","15.5","8.6","0.41","-0.13","0.5","20"
"4079","Quantum Leap","true","1536","1529","33","9","22","2","0.18","-0.05","0.1","21"
"4999","Momentum","true","1453","1470","20.7","4.9","11.1","4.8","0.04","-0.15","0.1","22"
"1661","Griffitrons","true","1473","1486","23.8","6.7","14.2","2.8","0.3","-0.14","0.1","23"
"10333","Elevation","true","1418","1436","15.5","2.1","12.5","1","0.05","-0.05","0.1","24"
"3309","Friarbots","true","1464","1479","22.4","6.9","13.3","2.2","0.26","-0.14","0","25"
"3859","Wolfpack Robotics","true","1381","1391","10.1","5.6","3.1","1.5","0.08","0.05","0.1","26"
"840","Aragon Robotics Team","true","1500","1505","27.6","4.3","19.7","3.6","0.02","-0.13","0.1","27"
"8","Paly Robotics","true","1599","1567","42.3","12.3","26","4","0.34","-0.02","0.1","28"
"4276","Surf City Vikings","true","1502","1507","27.9","8.4","17.5","2","0.48","0.06","0","29"
"3009","High Scalers","true","1469","1483","23.1","4.8","12.4","5.8","0.15","-0.13","0.2","30"
"2853","Hot Spot Robotics","true","1428","1447","17","3.8","11.1","2.1","0.03","-0.14","0.2","31"
"8521","CyberLions","true","1443","1462","19.3","3.3","15.1","0.9","0.05","-0.06","0.1","32"
"9271","Cyber Porpoises","true","1467","1481","22.7","2.2","15","5.6","0.11","-0.05","0.3","33"
"3501","Firebots","true","1440","1459","18.9","7.9","8.5","2.4","0.11","-0.13","0","34"
"7447","Rōnin Robotics","true","1384","1395","10.5","3.6","6.2","0.7","0.19","-0.14","-0.1","35"
"3295","STEMdroids","true","1456","1472","21.1","4.6","13.4","3.1","0.13","-0.15","0.2","36"
"6695","GalvaKnights","true","1398","1413","12.6","4.6","7.1","0.9","0.22","-0.16","0.1","37"
"3473","Team Sprocket","true","1525","1522","31.3","3.6","25.1","2.6","0.16","-0.15","0.1","38"
"4984","Bullseye","true","1427","1446","16.9","1.7","13","2.3","0.05","-0.15","0.2","39"
"4619","HawkBots","true","1419","1438","15.8","5.2","7.5","3.1","0.19","-0.03","0.4","40"
"7042","Poly Rabbotics","true","1443","1462","19.3","4.1","13","2.2","0.1","-0.13","0.1","41"
"5285","Sea Kings Robotics","true","1432","1451","17.7","3.6","11.2","3","0.1","-0.04","0","42"
"6904","TeraWatts","true","1392","1406","11.8","3.6","6.6","1.7","0.1","-0.15","0","43"
"8871","Saber Dynamics","true","1444","1462","19.4","1.9","13.9","3.6","-0.15","-0.06","0.2","44"
"867","Absolute Value","true","1376","1385","9.4","2.1","6","1.3","-0.04","-0.14","0","45"
"7415","Jaguar Robotics Sponsored B...","true","1436","1455","18.3","3.9","12.7","1.7","-0.04","-0.15","0.1","46"
"5669","Techmen","true","1319","1296","1","-1","2.7","-0.6","-0.11","-0.15","0.1","47"
