"num","team","first_event","unitless_epa","norm_epa","total_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","rank"
"4414","HighTide","true","1721","1639","60.2","13","39.5","7.7","0.45","0.36","0.5","1"
"3255","SuperNURDs","true","1740","1652","63","14.1","40.7","8.2","0.46","0.17","0.4","2"
"1388","Eagle Robotics","true","1614","1576","44.4","7.2","33.4","3.7","0.45","0.05","0.1","3"
"3863","Pantherbotics","true","1559","1543","36.4","4","28.2","4.3","0.27","0.06","0.2","4"
"3598","SEStematic Eliminators","true","1571","1551","38.2","5.7","28","4.5","0.32","-0.02","0.3","5"
"4400","Cerbotics - Peñoles","true","1648","1596","49.4","11.9","34.8","2.7","0.33","-0.03","0","6"
"2584","Flame of The West","true","1585","1559","40.1","7.3","30.7","2.1","0.45","-0.12","0.2","7"
"6657","Arborbotics","true","1480","1491","24.7","5.2","19.4","0.2","0.35","-0.03","0","8"
"2543","TitanBot","true","1518","1517","30.3","4.8","18.1","7.4","0.3","-0.13","0.4","9"
"498","The Cobra Commanders","true","1603","1570","42.9","6.5","32.2","4.2","0.46","-0.02","0.2","10"
"4201","The Vitruvian Bots","true","1568","1548","37.7","6.7","27.9","3.1","0.26","0.07","0.1","11"
"3759","SMARTBOTS","true","1514","1515","29.7","5.3","22.8","1.7","0.22","-0.04","0.1","12"
"5817","Uni-Rex","true","1566","1547","37.4","7.8","25.6","4","0.32","-0.12","0.3","13"
"2485","Overclocked","true","1559","1543","36.4","6.9","27.4","2","0.38","-0.13","0","14"
"610","Crescent Coyotes","true","1564","1546","37.1","4.6","32","0.5","0.24","-0.03","-0.1","15"
"5137","Iron Kodiaks","true","1488","1497","25.9","5.6","18.6","1.7","0.42","-0.03","0","16"
"9452","LHS Steel Stingers","true","1559","1543","36.4","5","27.6","3.8","0.27","-0.03","0.2","17"
"10120","Wulfa the Wolf","true","1528","1524","31.8","5.5","24.9","1.4","0.4","-0.13","0","18"
"6658","Rockbotics","true","1424","1443","16.5","4.3","10","2.3","0.13","-0.14","0.2","19"
"5515","Blue Power Robotics","true","1439","1458","18.7","6.2","11.1","1.4","0.38","-0.13","0","20"
"6885","The Pilots","true","1413","1431","14.8","4.1","10.1","0.6","0.17","-0.03","-0.1","21"
"6560","Charging Champions","true","1538","1530","33.3","3.8","28.2","1.3","0.23","0.05","0.1","22"
"8015","The Cheetahs","true","1509","1512","29","7.4","19.1","2.6","0.5","-0.13","0.2","23"
"8119","TigerBotics","true","1524","1521","31.3","3.3","27.1","0.9","0.21","0.06","0.1","24"
"8891","Wild Raccoons","true","1451","1468","20.4","2.4","14.3","3.7","0.05","-0.04","0.2","25"
"988","Steel Phoenix","true","1408","1425","14.1","4.2","7.9","2","0.26","-0.14","0.1","26"
"2375","Dragon Robotics","true","1490","1498","26.1","4.2","19.7","2.2","0.11","-0.04","0.2","27"
"2102","Team Paradox","true","1449","1467","20.2","4.5","14.4","1.3","0.08","-0.13","0.1","28"
"8768","CTEC Titans","true","1429","1448","17.1","3.6","10.7","2.8","0.14","-0.13","0.1","29"
"6766","AtomStorm","true","1533","1527","32.6","6.3","25.7","0.6","0.19","0.05","-0.1","30"
"399","Eagle Robotics","true","1540","1531","33.6","3.1","29.1","1.5","0.03","-0.12","0","31"
"1159","Ramona Rampage","true","1366","1370","8","3.3","2.4","2.3","0.17","-0.13","0.2","32"
"4","Team 4 ELEMENT","true","1469","1483","23.1","3.2","18.5","1.5","0.11","-0.02","0.1","33"
"5025","Pacific Steel","true","1450","1468","20.3","4.6","14","1.7","0.22","0.06","0","34"
"9599","Colorful Panda","true","1509","1511","29","4.8","21.4","2.8","0.14","-0.13","0.1","35"
"114","Eaglestrike","true","1476","1488","24.1","6.4","15.2","2.5","0.21","-0.12","0.2","36"
"1452","Omnicats","true","1409","1427","14.3","3.6","9.2","1.5","0.16","-0.05","0.1","37"
"10147","ArmBots","true","1432","1451","17.6","4.8","12.2","0.6","0.37","-0.13","-0.1","38"
"3881","WHEA Sharkbots","true","1449","1467","20.2","3.6","12.8","3.8","0.13","-0.13","0","39"
"702","Bagel Bytes","true","1513","1514","29.6","6.5","22.7","0.4","0.19","-0.13","0","40"
"3647","Millennium Falcons","true","1464","1479","22.4","4.5","13.5","4.4","0.22","-0.12","0.1","41"
"2839","Daedalus","true","1450","1467","20.3","2.9","16.7","0.7","0.14","-0.02","-0.1","42"
"991","BroncoBots","true","1417","1435","15.4","1.8","12.2","1.4","-0.02","-0.13","0","43"
"9534","Wolves Robotics (Basic HS)","true","1384","1395","10.6","3.7","5.7","1.2","0.05","-0.13","-0.1","44"
"9772","Titans Robotics","true","1414","1432","15","2.8","11.4","0.7","0.2","-0.14","-0.1","45"
"2658","Σ-Motion","true","1414","1432","15","2.4","10.2","2.5","-0.08","-0.13","0","46"
